Name,Specific Brand,lat,long,Address,types
BMW Eurokars - Kebon Jeruk,BMW,-6.1920792,106.7686528,"Jl. Panjang No.6, RT.11/RW.10, Kb. Jeruk, Jakarta Barat, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11530, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
BMW Eurokars (duplicate) - Kebon Jeruk,BMW,-6.192092,106.768619,"Jalan Panjang Raya, RT.11/RW.10, Kebon Jeruk, RT.11/RW.10, Kb. Jeruk, Jakarta Barat, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11530, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
BMW Motorrad Indonesia Flagship Store,BMW,-6.2928148,106.7992232,"Jl. TB Simatupang No.100, RT.10/RW.2, Cilandak Bar., Kec. Cilandak, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12430, Indonesia","['store', 'point_of_interest', 'establishment']"
BMW Thamrin,BMW,-6.1981227,106.8228722,"Tanah, Gedung Indosurya Plaza, Jl. M.H. Thamrin No.8-9, RT.5/RW.1, Kb. Melati, Kec. Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10230, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
BMW Thamrin - PT Artha Motor Lestari,BMW,-6.198461,106.822867,"Jalan MH Thamrin No 8, RT.5/RW.1, Kb. Melati, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10230, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
BMW Tunas Bekasi,BMW,-6.226157,107.003612,"AXC Summarecon Bekasi Jalan Bulevar Timur Blok VA No. 9 - 10 Summarecon Bekasi, Marga Mulya, Kec. Bekasi Utara, Kota Bks, Jawa Barat 17143, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
BMW Tunas Hayam Wuruk,BMW,-6.1587022,106.8191852,"Hayam Wuruk Sreet No.51, RT.7/RW.7, Maphar, Taman Sari, West Jakarta City, Jakarta 11160, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
BMW Tunas Tebet,BMW,-6.2303314,106.8463702,"Jl. Prof. DR. Soepomo No.174, RT.1/RW.15, Menteng Dalam, Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12870, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
BMW Tunas Tomang,BMW,-6.177598,106.7987653,"Jl. Tomang Raya No.19, RT.1/RW.1, Tomang, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11440, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
Body Repair @ BTC Bintaro Jaya,Misc,-6.279504,106.721639,"Ps. Modern Bintaro Jaya, Bintaro Trade Centre, Pd. Jaya, Kec. Pd. Aren, Kota Tangerang Selatan, Banten 15224, Indonesia","['car_repair', 'point_of_interest', 'establishment']"
BPM Autowork - Specialist Proton Service - Om Dino,Misc,-6.2358107,107.0471514,"Jl. Permata X, Karangsatria, Kec. Tambun Utara, Bekasi, Jawa Barat 17510, Indonesia","['car_repair', 'point_of_interest', 'establishment']"
BUTIK OLI MOBIL,Misc,-6.1463144,106.8970491,"Jl.Boulevard Artha Gading Blok A7A No.1, RT.18/RW.8, Klp. Gading Bar., Kec. Klp. Gading, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14240, Indonesia","['car_repair', 'point_of_interest', 'establishment']"
BV |VOLVO GARAGE|,Volvo,-6.222305,106.962256,"Blok OO1 No., Jl. Bintara Pradana No.9, Bintara, Bekasi Barat, Bekasi City, West Java 17134, Indonesia","['car_repair', 'store', 'point_of_interest', 'establishment']"
Cadas Jagat Raya. PT,Misc,-6.142335,106.584953,"Kawasan Industri Mekar JayaJL. Karet Jaya Raya Km 7, Tangerang, 15124, Lebak Wangi, Sepatan Timur, Karet, Kec. Sepatan, Tangerang, Banten 15520, Indonesia","['painter', 'point_of_interest', 'establishment']"
CAK'I MOTOR ALTERNATIF SPESIALIS NISSAN DATSUN,Nissan/Datsun,-6.2262403,106.9388708,"Jl. Mawar Merah II No.17, RT.8/RW.1, Pd. Kopi, Kec. Duren Sawit, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13460, Indonesia","['car_repair', 'point_of_interest', 'establishment']"
Cakra Adi Mandiri Bogor,Misc,-6.5764012,106.8077862,"Padjadjaran Road No.230, Bantarjati, North Bogor, Bogor City, West Java 16128, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
Car Repair & Truck | Jaya Perkasa Motor,Misc,-6.1848,106.944591,"Jalan Raya Bekasi 23.5 No 8, km Blok KM No.18, RT.2/RW.2, Cakung Tim., Kec. Cakung, DKI Jakarta, Daerah Khusus Ibukota Jakarta 13910, Indonesia","['car_repair', 'point_of_interest', 'establishment']"
Cartens® Autosound And Installation,Misc,-6.2634791,106.7996396,"Pusat Niaga Duta Mas Fatmawati Rukan Blok D2 No.22 Jl. Fatmawati Cipete Kebayoran Baru, RT.1/RW.5, Cipete Utara, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12140, Indonesia","['electronics_store', 'home_goods_store', 'car_repair', 'store', 'point_of_interest', 'establishment']"
CAT building - BKN,Misc,-6.2582151,106.8692088,"Jl. Mayor Jendral Sutoyo No.12, RT.4/RW.14, Cililitan, Kec. Kramat jati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13640, Indonesia","['point_of_interest', 'establishment']"
Chevrolet,Chevrolet,-6.252269,106.865307,"Chevrolet Sandjungan, Jl. Dewi Sartika No.295, RT.4/RW.5, Cawang, Kec. Kramat jati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13630, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
Chevrolet,Chevrolet,-6.3727359,106.8331012,"Jl. Margonda Raya No.356, Samping, Margo City, Kota Depok, Jawa Barat 16424, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
Chevrolet AK Putera Bintaro Jaya,Chevrolet,-6.2728425,106.6985868,"Parigi Baru, Pondok Aren, South Tangerang City, Banten 15228, Indonesia","['car_repair', 'point_of_interest', 'establishment']"
Chevrolet Automotive Display,Chevrolet,-6.2228078,106.6521453,"Jl. Jalur Sutera Bar. No.16, Panunggangan Tim., Kec. Pinang, Kota Tangerang, Banten 15143, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
Chevrolet bintaro,Chevrolet,-6.2699989,106.6969285,"Jl. CBD blok CE No B-03, Parigi, Kec. Pd. Aren, Jakarta, Daerah Khusus Ibukota Jakarta 15227, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
Chevrolet Bintaro,Chevrolet,-6.2730181,106.6985921,"Jl. CBD Blok CE No. B-03 Perigi Lama Pondok Aren Parigi Pondok Aren Tangerang Selatan Banten 15227 ID, Jl. Emerald Boulevard, Parigi, Pondok Aren, South Tangerang City, Banten 15227, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
Chevrolet Cinere,Chevrolet,-6.3385225,106.7803098,"Cinere, Depok City, West Java 16514, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
Chevrolet Jakarta Kebon Jeruk (PT. Sun Motor Jakarta),Chevrolet,-6.196725,106.76862,"Jl. Panjang No.1A, RT.4/RW.10, Kb. Jeruk, Kec. Kb. Jeruk, Jakarta, Daerah Khusus Ibukota Jakarta 11530, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
Chevrolet Kencana Motor (KENMOT),Chevrolet,-6.30086,106.957266,"Jl. Wibawa Mukti II No.6, Jatiasih, Kec. Jatiasih, Kota Bks, Jawa Barat 17423, Indonesia","['car_repair', 'store', 'point_of_interest', 'establishment']"
Chevrolet MT Haryono,Chevrolet,-6.2425799,106.8572811,"RT.8/RW.9, East Tebet, Tebet, South Jakarta City, Jakarta 12820, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
CHEVROLET NUSANTARA CIBUBUR,Chevrolet,-6.3825215,106.9269809,"Jl. Alternatif Cibubur No.22, Cibubur, Kec. Jatisampurna, Kota Bks, Daerah Khusus Ibukota Jakarta 17435, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
Chevrolet Trax,Chevrolet,-6.259432,106.6529549,"chevrolet prima Serpong, Jl. Raya Serpong Sebrang RS Ashobirin No.23, Pondok Jagung, North Serpong, South Tangerang City, Banten 16423, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
Citra Bangun Buana Prima. PT,Misc,-6.208181,106.627808,"JL. MH Thamrin, Km 7 Blok E/19, Kawasan Bangun Multiguna, Tangerang, 15111, Cikokol, Tangerang, Tangerang City, Banten 15117, Indonesia","['point_of_interest', 'establishment']"
Citra Ford Jakarta Timur,Ford,-6.2304523,106.9221113,"Jl. Pendidikan Raya Blok K No.174, RT.5/RW.14, Duren Sawit, Kec. Duren Sawit, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13440, Indonesia","['car_repair', 'point_of_interest', 'establishment']"
Citra Ford Service,Ford,-6.2316567,106.9217521,"Jl. Pendidikan Raya Blk. K No.173, RT.5/RW.14, Duren Sawit, Kec. Duren Sawit, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13440, Indonesia","['car_repair', 'point_of_interest', 'establishment']"
Cuci Mobil,Misc,-6.3087323,107.1494339,"Pasirsari, South Cikarang, Bekasi, West Java 17530, Indonesia","['gas_station', 'point_of_interest', 'establishment']"
Cuci Mobil Kelapa Gading,Misc,-6.1469997,106.8966835,"RT.18/RW.8, West Kelapa Gading, Kelapa Gading, North Jakarta City, Jakarta 14240, Indonesia","['gas_station', 'point_of_interest', 'establishment']"
CV Nuur Muhgnii Jaya (NMJ Powder Coating),Misc,-6.2303103,106.5427529,"Bitung Jaya, Cikupa, Tangerang, Banten 15710, Indonesia","['point_of_interest', 'establishment']"
CV.Persatuan Putra Mandiri,Misc,-6.1494909,106.8978652,"Ruko gading bukit indah blok SA 31, RT.18/RW.8, Klp. Gading Bar., Jakarta, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14240, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
Daffa Mini Motor,Misc,-6.332985,106.637064,"Jalan Raya Cisauk Kavling Bermis B4 RT. 007 RW. 004, Cisauk, Kec. Cisauk, Tangerang, Banten 15341, Indonesia","['store', 'point_of_interest', 'establishment']"
Datsun,Nissan/Datsun,-6.2789453,107.1676478,"Jalan Lemah Abang Raya No. 207, Cibarusah, Cikarang, Simpangan, Kec. Cikarang Utara, Bekasi, Jawa Barat 17530, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
Datsun,Nissan/Datsun,-6.3856877,106.8284576,"Jl. Margonda Raya, RT.2/RW.15, Kemiri Muka, Kec. Beji, Kota Depok, Jawa Barat 16423, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
Datsun,Nissan/Datsun,-6.315955,106.7065463,"Ruko Beranda Serpong No 06 Serua, Jl. Ciater Raya, Serua, Kec. Ciputat, Kota Tangerang Selatan, Banten 15310, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
Datsun,Nissan/Datsun,-6.3834274,105.8357276,"Sukamaju, Labuan, Pandeglang Regency, Banten 42264, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
Datsun Gading Serpong,Nissan/Datsun,-6.248491,106.6264618,"Jl. Gading Serpong Boulevard No.M5-18, Curug Sangereng, Kec. Klp. Dua, Tangerang, Banten 15810, Indonesia","['car_repair', 'point_of_interest', 'establishment']"
Datsun Galuga,Nissan/Datsun,-6.579045,106.6414994,"Jl. Raya Leuwiliang, Cemplang, Cibungbulang, Bogor, Jawa Barat 16630, Indonesia","['point_of_interest', 'establishment']"
"DATSUN GO PANCA, GO PLUS, GO CROSS Tanya Promo, Harga & Paket Kredit",Nissan/Datsun,-6.183868,106.974673,"Harapan Indah Boulevard, Kav. Commercial Park I No.9E, Medan Satria, Kecamatan Medan Satria, Kota Bks, Jawa Barat 17132, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
"Datsun Karawang 3S ( Sales, Service & Sparepart )",Nissan/Datsun,-6.323843,107.272815,"Jl Interchange Tol Karawang Barat, Kampung Pintu Air Wadas, Wadas, Telukjambe Timur, Karawang Regency, West Java 41361, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
Datsun Leuwiliang,Nissan/Datsun,-6.5739203,106.6326192,"Leuwiliang, Bogor, West Java 16640, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
Datsun Leuwiliang - Yasmin,Nissan/Datsun,-6.5725604,106.629171,"No., Jl. Raya Leuwiliang No.47, Leuwiliang, Bogor, Jawa Barat 16640, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
Datsun Pamulang ( Nissan Bintaro ),Nissan/Datsun,-6.272004,106.714442,"Bintaro Jaya, Jl. HR Rasuna Said, Pd. Jaya, Kec. Pd. Aren, Kota Tangerang Selatan, Banten 15414, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
Daya Toyota,Toyota,-6.192849,106.970638,"Jl. Raya Bekasi KM 26.5 Kel. Ujung Menteng Kec. Cakung, RT.7/RW.5, Medan Satria, Kecamatan Medan Satria, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13960, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
Dealer & Service Peugeot Scooters,Peugeot,-6.2731151,106.7450694,"Jl. Bintaro Utama 3A, Pd. Karya, Kec. Pd. Aren, Kota Tangerang Selatan, Banten 15221, Indonesia","['store', 'point_of_interest', 'establishment']"
Dealer & Service Peugeot Scooters,Peugeot,-6.2731364,106.7450463,"Jl. Bintaro Utama 3 Blok AM No.40, Pd. Betung, Kec. Pd. Aren, Kota Tangerang Selatan, Banten 15221, Indonesia","['store', 'point_of_interest', 'establishment']"
Dealer BMW Jakarta,BMW,-6.1983309,106.8227869,"Gedung Indosurya Plaza Lantai Dasar, Jl. MH. Thamrin No. 8-9, RT.4/RW.9, Kebon Melati, Tanah Abang, RT.5, RT.5/RW.1, 1, Kb. Melati, Kec. Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10230, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
Dealer CHEVROLET,Chevrolet,-6.3759619,106.9129593,"Jatikarya, Jatisampurna, Bekasi City, West Java 17435, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
Dealer Chevrolet Cibubur ( Divisi Sales ),Chevrolet,-6.375798,106.913044,"Khusus Ibukota Jakarta, Jl. Alternatif Cibubur KM 2 No.22 Jatikarya Jatisampurna Kota Bekasi Daerah, Jatikarya, Kec. Jatisampurna, Kota Bks, Jawa Barat 17435, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
Dealer Chevrolet Jakarta Andalan Pondok Indah,Chevrolet,-6.2407931,106.7830582,"Jl. Sultan Iskandar Muda No.8-9, RT.3/RW.2, Kby. Lama Utara, Kec. Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12240, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
"Dealer Datsun, BSD CITY",Nissan/Datsun,-6.292268,106.6656516,"Jl. Pahlawan Seribu No.5, Lengkong Gudang, Kec. Serpong, Kota Tangerang Selatan, Banten 15310, Indonesia","['store', 'point_of_interest', 'establishment']"
Dealer Honda Hasta Mandiri,Honda,-6.1398637,106.2899354,"Jl. Raya Serang - Jkt No.15, Kragilan, Kec. Kragilan, Serang, Banten 42184, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
Dealer Maserati,Misc,-6.2414102,106.7823102,"Jl. Sultan Iskandar Muda No.51, RT.6/RW.3, Kby. Lama Utara, Kec. Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12430, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
Dealer Mercedes Benz Jakarta,Mercedes-Benz,-6.2183453,106.8162282,"Jl. Jend. Sudirman No.5, RT.5/RW.4, Karet Semanggi, Setia Budi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12930, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
Dealer Mercedes Benz Kuningan,Mercedes-Benz,-6.224679,106.831578,"Jl. Denpasar Raya No.Kav. 12, RT.7/RW.4, Kuningan, Karet Kuningan, Kuningan, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
Dealer Mercedes-Benz,Mercedes-Benz,-6.242459,106.824152,"Jl. Mampang Prpt. Raya No.68-69 13 1, RT.13/RW.1, Mampang Prpt., Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12790, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
Dealer Mercedes-Benz Bintaro,Mercedes-Benz,-6.274544,106.7090205,"Showroom mercedes Benz Car Di ruko, Jl. Boulevard Bintaro Jaya. Pondok Aren Tangerang Selatan Ruko Kebayoran Arcade 5. Blok KA S3 - 6, Pd. Pucung, Kec. Pd. Aren, Kota Tangerang Selatan, Banten 15220, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
Dealer mitsubishi,Mitsubishi,-6.2517716,106.781253,"Jl. Sultan Iskandar Muda No.28-29, RT.8/RW.1, Kby. Lama Sel., Kec. Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12240, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
dealer Mitsubishi Jakarta,Mitsubishi,-6.2490599,106.7809394,"Jl. Sultan Iskandar Muda No.28-29, RT.2/RW.1, Kby. Lama Sel., jakarta selatan, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12240, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
Dealer Mitsubishi Kelapa Gading,Mitsubishi,-6.1638107,106.9098072,"Al Azhar, Komp. Ruko Graha Boulevard Blok NC 1 No 29 Seberang, RT.1/RW.12, Pegangsaan Dua, Kec. Klp. Gading, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14250, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
Dealer Mobil Audi MT haryono,Misc,-6.2425402,106.8630534,"Jl. Letjen MT Haryono Kav. 8 Bidaracina Jatinegara Jakarta Timur DKI Jakarta, RW.6, Kampung Melayu, Jatinegara, RW.6, Kp. Melayu, Kecamatan Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13330, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
Dealer Mobil Peugeot Lebak Bulus,Peugeot,-6.2926882,106.7894774,"Jl. Letjen TB Simatupang No. 10 Lebak Bulus Cilandak Jakarta Selatan DKI Jakarta, RT.11/RW.4, Cilandak Bar., Kec. Cilandak, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12430, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
Dealer Motor HONDA PT.Pacific Motor 1,Honda,-6.2625557,107.1408916,"Jl. RE. Martadinata No.3, Karangbaru, Kec. Cikarang Utara, Bekasi, Jawa Barat 17530, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
Dealer Nissan Datsun Jakarta,Nissan/Datsun,-6.2847407,106.7958034,"Jl. RS. Fatmawati Raya No.60, RT.1/RW.10, Cilandak Bar., Kec. Cilandak, DKI JAKARTA, Daerah Khusus Ibukota Jakarta 12430, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
Dealer Nissan Datsun Jakarta Timur,Nissan/Datsun,-6.390079,106.947298,"Jl. Alt Cibubur Legenda Wisata, Cibubur km 7,5, Nagrak, Kec. Gn. Putri, Jakarta, DKI Jakarta 16966, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
Dealer Peugeot,Peugeot,-6.2310929,106.6594335,"Alam Sutera, Jalan Jalur Sutera, Pakualam, Tangerang Selatan, Kota Tangerang Selatan, Banten 15143, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
DEALER RESMI MERCEDES-BENZ JAKARTA,Mercedes-Benz,-6.2428055,106.8609985,"JL Jl. Letjen M.T. Haryono No.KAV 5-6, RT.1/RW.14, Kb. Baru, Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12820, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
Dealer Resmi Wuling Motor,Wuling,-6.2776552,106.9921358,"Blok Haji Keoi Jl. Raya Siliwangi No.28, Bojong Rawalumbu, Kec. Rawalumbu, Kota Bks, Jawa Barat 17116, Indonesia","['point_of_interest', 'establishment']"
Dealer Toyota Jakarta Pusat,Toyota,-6.2059639,106.8214328,"Showroom Toyota, Jl. Jend. Sudirman Kav.3-4 Wisma Keiai Kav.3 Lt.1, RT.10/RW.11, Karet Tengsin, Kec. Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10220, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
Dealer Volkswagen Jakarta,Volkswagen,-6.2426327,106.8631118,"Wisma Indomobil 1 LT 3, Jl. Letjen Mt. Haryono, RW.6, Cawang, Kecamatan Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13330, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
Dealer VW Indomobil tower,VW,-6.2427597,106.8644732,"Wisma Indomobil, Jl. Letjen M.T. Haryono No.Kav.11, RW.6, Kp. Melayu, Kecamatan Jatinegara, Jakarta, Daerah Khusus Ibukota Jakarta 13330, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
Dealer VW MT Haryono,VW,-6.2426962,106.8630328,"Wisma Indomobil, RW.6, Kp. Melayu, Kecamatan Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13330, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
Dealer Wuling Jakarta Barat,Wuling,-6.1221,106.731762,"Jl. Lkr. Luar Barat No.129, RT.10/RW.2, Cengkareng Bar., Kecamatan Cengkareng, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11730, Indonesia","['car_dealer', 'car_repair', 'store', 'point_of_interest', 'establishment']"
Dealer wuling jakarta(Penjualan),Wuling,-6.1395919,106.8195526,"Jl. Pangeran Jayakarta No.33, RT.1/RW.3, Taman Sari, Kec. Taman Sari, Jakarta, Daerah Khusus Ibukota Jakarta 11110, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
Dealer Wuling Kelapa Gading (3s),Wuling,-6.1741732,106.8969888,"Jalan boulevard Raya blok DG Kelapa gading,Jakarta utara, Daerah khusus ibukota Jakarta 14240, RT.4/RW.17, Klp. Gading Tim., Kec. Klp. Gading, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14240, Indonesia","['point_of_interest', 'establishment']"
DEKA MOTOR spesialis PEUGEOT,Peugeot,-6.2256206,106.9474679,"Jl. Malaka Baru No.24, Bintara, Kec. Bekasi Bar., Kota Bks, Jawa Barat 13460, Indonesia","['car_repair', 'point_of_interest', 'establishment']"
DEON PROMO BMW JAKARTA,BMW,-6.292631,106.7898435,"Jl. R.A.Kartini No.Kav 203, RT.11/RW.4, Cilandak Bar., Kec. Cilandak, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12430, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
Distro Motor Mini,Misc,-6.348408,106.73543,"Jl. Dr. Setiabudi No.24, RT.01/RW.04, Pamulang Bar., Kec. Pamulang, Kota Tangerang Selatan, Banten 15417, Indonesia","['store', 'point_of_interest', 'establishment']"
Dokter MOBIL BEKASI,Misc,-6.248925,106.937012,"Blok G9 No.7, Service, Mobil, Jl. Inspeksi Kalimalang, RT.2/RW.11, Pd. Klp., Kec. Duren Sawit, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13450, Indonesia","['electronics_store', 'car_repair', 'store', 'point_of_interest', 'establishment']"
Dokter Mobil Serpong,Misc,-6.244479,106.6261006,"RUKO Paramount Dotcom Blok Orange No. 5 Jl. CBD, Pakulonan Bar., Kec. Klp. Dua, Kota Tangerang, Banten 15810, Indonesia","['home_goods_store', 'car_repair', 'store', 'point_of_interest', 'establishment']"
Endang Volvo Car Service,Volvo,-6.5616463,106.825307,"Jl. Ciluar Asri Blok A No.C4-02, Ciluar, Kec. Bogor Utara, Kota Bogor, Jawa Barat 16156, Indonesia","['car_repair', 'point_of_interest', 'establishment']"
"Engine Block Autoworks, Peugeot Specialist",Peugeot,-6.271982,106.710093,"No, Jl. Camat Pd. Aren No.28, Pondok Jaya, Pondok Aren, South Tangerang City, Banten 15229, Indonesia","['car_repair', 'point_of_interest', 'establishment']"
"EPOXY COATING , PT.SATYA DIAN PRATAMA",Misc,-6.284807,106.76471,"Jl. Mawar I No.14, RT.2/RW.14, Bintaro, Kec. Pesanggrahan, Jakarta, Daerah Khusus Ibukota Jakarta 12330, Indonesia","['point_of_interest', 'establishment']"
"EYNA MOTOR, Spesialis Ford",Ford,-6.291527,106.739777,"Jl. Menjangan No.50, Pd. Ranji, Kec. Ciputat Tim., Kota Tangerang Selatan, Banten 15412, Indonesia","['car_repair', 'point_of_interest', 'establishment']"
FAS Ford Auto Solution and C'fas cafe,Ford,-6.3008333,106.764201,"Jl. Gn. Raya No.53, Cireundeu, Kec. Ciputat Tim., Kota Tangerang Selatan, Banten 15419, Indonesia","['car_repair', 'point_of_interest', 'establishment']"
Ferari Jok & Car Interior,Misc,-6.3866033,106.9383534,"Unnamed Road, Nagrak, Gunung Putri, Bogor, West Java 16967, Indonesia","['store', 'point_of_interest', 'establishment']"
Ferrari Audio,Ferrari,-6.3457561,106.2343968,"Jl. Soekarno Hatta No.17, Kaduagung Tim., Cibadak, Kabupaten Lebak, Banten 42317, Indonesia","['electronics_store', 'store', 'point_of_interest', 'establishment']"
FERRARI Audio & Variasi,Ferrari,-6.2549623,106.619588,"Kompleks Bursa Mobil Summarecon blok H no. 9, Curug Sangereng, Kec. Klp. Dua, Tangerang, Banten 15810, Indonesia","['electronics_store', 'store', 'point_of_interest', 'establishment']"
Ferrari Cellular,Ferrari,-6.129312,106.899172,"1 No., Jl. Alur Laut No.8, RT.1/RW.3, Rawabadak Sel., Jakarta Utara, DKI Jakarta, Daerah Khusus Ibukota Jakarta 14230, Indonesia","['store', 'point_of_interest', 'establishment']"
Ferrari Jakarta,Ferrari,-6.2638968,106.7826428,"Jl. Kartika Utama, RT.1/RW.16, Pd. Pinang, Kec. Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12310, Indonesia","['point_of_interest', 'establishment']"
Ferrari Jakarta Showroom,Ferrari,-6.2919748,106.7964021,"Wisma MRA Lantai Dasar, Jalan Tb. Simatupang No.19, Cilandak Barat, Cilandak, RT.7/RW.9, Cilandak Bar., Kec. Cilandak, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12430, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
Ferrari Kalimulya Residence,Ferrari,-6.4250841,106.8243142,"Jl. Mandor Dami 2, Kalimulya, Kec. Cilodong, Kota Depok, Jawa Barat 16413, Indonesia","['point_of_interest', 'establishment']"
Ferrari Motor,Ferrari,-6.122278,106.1724553,"Jl. KH Abdul Fatah Hasan, Sumurpecung, Kec. Serang, Kota Serang, Banten 42118, Indonesia","['car_repair', 'point_of_interest', 'establishment']"
